centroide;CoordX;CoordY;S1-III;S1-IV;TS(TL);TS(TC);M1,2;M1,1;G1,1;G1,2;A1,1;A1,2;TL;P;TS(S2)IV;TS(S2)III;TS(S2)V;S1-V;CN;S1-VII;M2,1;M2,2;TS(S2)VI
03al3010_4;5336241,83;6526757,155;;;;;12;37;;27;;;;;;;;19;37;;62;;60
03al3010_5;5322957,979;6566219,02;;;;;13;37;;27;;;;;;;;20;36;;64;;62
03alARM_1;5369272,472;6398800,407;;;;;19;28;18;7;;;;-1;;;;20;;;47;;54
03alARM_2;5414657,098;6396824,393;;;;;5;15;5;-6;;;;-13;;;;7;;;39;;46
03alARM_3;5383637,779;6456146,84;;;;;20;27;17;9;;;;;;;;22;33;;51;;58
03alGOU_1;5436503,258;6312926,842;;;;;1;15;3;-12;;;;-14;;;40;-2;;;31;;
03alGOU_2;5411396,379;6353307,816;;;;;-17;-5;-16;-26;;;;-28;;;27;-14;;;18;;
03alPER_1;5387794,129;6278470,916;;;;;6;14;6;-2;;;;-8;;;58;13;;;48;;
03ba11_1;5504196,933;6773725,26;;;;;-1;21;;10;1;4;;;;;;;20;32;44;;
03ba11_2;5334491,133;6810118,366;;;;;-6;9;;0;9;37;;;;;;;6;46;54;;
03ba24_1;5497003,911;6733424,562;;;;;-8;15;;6;-7;-4;;;;;;;15;22;34;;
03ba24_2;5522719,063;6794540,086;;;;;-8;15;;5;-7;-4;;;;;;;15;22;34;;
03ba24_3;5560365,771;6876248,031;;;;;13;43;;37;11;13;;;;;;;36;38;50;;
03ba33_1;5446529,149;6570388,38;;;;;22;57;;54;;;;;;;;6;40;;50;;48
03ba33_2;5506339,845;6716743,266;;;;;-9;14;;11;-15;-15;;;;;;;3;-1;12;;
03ba36_1;5471234,706;6599962,544;;;;;1;24;;15;;;;;;;;6;24;;46;;44
03ba36_2;5490342,424;6642278,436;;;;;-2;24;;16;-1;2;;;;;;;23;27;38;;
03ba52_1;5469810,339;6534525,169;;;;;37;61;;58;;;;;;;;26;50;;58;;56
03ba52_2;5499657,041;6603162,365;;;;;2;23;;20;;;;;;;;-4;13;;19;;18
03ba52_3;5513835,964;6681595,049;;;;;4;24;;22;-2;-1;;;;;;;14;10;21;;
03baSFC_1;5323640,536;6203810,553;;;;;-1;14;7;-10;;;;-12;;;21;-11;;;14;;
03maCAS_1;5397197,061;6426957,792;;;;;4;20;8;-11;;;;-12;;;;-3;;;28;;36
03maCAS_2;5331186,634;6443051,005;;;;;-3;15;2;-19;;;;-16;;;;-11;;;20;;29
03maCAS_3;5351528,034;6269154,626;;;;;-8;1;-6;-16;;;;-24;;;47;-3;;;37;;
03maCAS_4;5377953,903;6324650,225;;;;;-23;-12;-21;-31;;;;-33;;;24;-20;;;14;;
03maSIS_1;5335865,215;6231758,656;;;;;10;18;10;2;;;;-7;;;56;15;;;48;;
03maSIS_2;5276181,268;6213253,338;;;;;-4;3;-6;-12;;;;-23;;;44;2;;;36;;
03maVTU_1;5399318,326;6279457,938;;;;;2;12;3;-7;;;;-15;;;46;5;;;37;;
03maVTU_2;5318351,916;6277719,094;;;;;12;18;11;5;;;;-6;;;63;21;;;55;;
03me14_1;5331545,297;6858761,878;;;;;-9;10;;0;4;33;;;;;;;10;39;53;;
03me15_1;5333952,098;6851668,13;;;;;-18;6;;-3;-14;12;;;;;;;7;17;33;;
03me25_1;5500733,034;6728551,702;;;;;0;22;;11;2;5;;;;;;;21;33;45;;
03me25_2;5527894,922;6766592,944;;;;;-2;17;;7;2;6;;;;;;;15;34;46;;
03me25_3;5560650,187;6846703,38;;;;;26;57;;51;24;27;;;;;;;51;53;66;;
03meA130_1;5457757,38;6670030,764;;;;;5;32;;21;;;;;;;;9;31;;50;;48
03meA130_2;5390908,748;6680978,995;;;;;4;24;;15;;;;;;;;17;21;;69;;69
03meA130_3;5328075,695;6678307,883;;;;;3;18;;11;;;;;;;;13;13;;57;;59
03meA130_4;5356397,157;6601303,203;;;;;22;48;;37;;;;;;;;30;47;;73;;71
03meBUS_1;5388006,464;6379307,567;;;;;-16;4;-8;-31;;;;-28;;;;-25;;;5;;15
03meC184_1;5370576,046;6497172,769;;;;;-11;23;;13;;;;;;;;-10;21;;46;;43
03meC184_2;5376247,174;6556132,162;;;;;-3;32;;23;;;;;;;;-3;29;;50;;47
03meC184_3;5416468,493;6496352,58;;;;;5;42;;32;;;;;;;;3;37;;59;;56
03meC184_4;5433107,119;6547483,923;;;;;4;41;;31;;;;;;;;2;36;;58;;55
03meC184_5;5321543,204;6510049,725;;;;;-5;34;;23;;;;;;;;-6;29;;50;;47
03meC184_6;5370604,248;6578876,676;;;;;0;34;;24;;;;;;;;-1;30;;50;;47
03meESA_1;5272140,24;6233160,087;;;;;-9;7;-3;-20;;;;-23;;;34;-16;;;24;;
03meRAM_1;5463139,146;6314116,029;;;;;-19;-9;-18;-27;;;;-32;;;29;-16;;;19;;
04g2ANG_1;5387387,41;6931155,895;;;;;;;;-5;-34;-31;;;;;;;-15;11;21;38;
04g2AUS_1;5608646,903;7054125,352;;;;;;;;-5;-49;-48;;;;;;;-26;-7;4;22;
04g2AUS_2;5522403,258;7117118,886;;;;;;;;21;-22;-20;;;;;;;1;15;26;43;
04g2CLA_1;5625593,048;7018704,283;;;;;;;;-11;-52;-50;;;;;;;-30;-11;-1;15;
04g2COT_1;5490208,955;7085836,62;;;;;;;;3;-38;-36;;;;;;;-16;-1;9;25;
04g2IND_1;5495857,965;7153822,28;;;;;;;;9;-32;-31;;;;;;;-12;2;12;29;
04g2MAT_1;5470977,583;7044019,33;;;;;;;;-6;-45;-43;;;;;;;-23;-6;4;20;
04g2MAT_2;5432106,8;6982998,274;;;;;;;;4;-40;-38;;;;;;;-12;7;19;37;
04g2MLA_1;5551901,508;7084430,769;;;;;;;;16;-16;-14;;;;;;;8;26;34;47;
04g2VED_1;5616247,278;7002117,594;;;;;;;;-8;-49;-47;;;;;;;-27;-8;2;18;
04g2ZAN_1;5393799,784;6976280,364;;;;;;;;-1;-34;-31;;;;;;;-7;16;27;43;
04g3BRE_1;5409964,469;7000764,906;;;;;;;;6;-23;-20;;;;;;;3;25;34;48;
04g3BRE_2;5362360,779;7040320,848;;;;;;;;7;-19;-16;;;;;;;4;25;34;47;
04g3CAR_1;5513956,452;7104507,622;;;;;;;;33;-4;-2;;;;;;;19;33;41;52;
04g3FLE_1;5397704,864;7036666,911;;;;;;;;-5;-39;-37;;;;;;;-16;6;17;32;
04g3LIM_1;5334359,575;6924682,48;;;;;;;;-11;-38;-17;;;;;;;-18;8;18;33;
04g3PIN_1;5350484,027;6956448,473;;;;;;;;-16;-48;-45;;;;;;;-26;-6;4;19;
04g3RDO_1;5584006,168;7084306,42;;;;;;;;11;-16;-15;;;;;;;-1;9;16;25;
04g4PUM_1;5344893,206;6925273,459;;;;;;;;-13;-53;-52;;;;;;;-30;-11;1;21;
04g4ZUB_1;5375662,16;6960849,025;;;;;;;;-10;-43;-40;;;;;;;-18;7;17;34;
04g5AVI_1;5429457,35;7046177,903;;;;;;;;-8;-51;-49;;;;;;;-28;-6;7;29;
04g5BIS_1;5500919,147;7005720,125;;;;;;;;-4;-38;-35;;;;;;;-14;4;14;30;
04g5CNG_1;5636082,665;7024284,841;;;;;;;;-7;-48;-46;;;;;;;-25;-6;4;19;
04g5CNG_2;5612143,89;7066637,142;;;;;;;;-9;-41;-39;;;;;;;-19;-2;7;22;
04g5FEL_1;5462607,724;6976948,336;;;;;;;;-18;-62;-60;;;;;;;-41;-25;-12;8;
04g5FEL_2;5493645,392;7038580,001;;;;;;;;-16;-51;-50;;;;;;;-32;-17;-7;11;
04g5IPO_1;5360961,696;7013431,592;;;;;;;;-2;-38;-36;;;;;;;-13;8;18;35;
04g6BVT_1;5566080,942;7029589,929;;;;;;;;1;-26;-24;;;;;;;-7;8;16;27;
04g6CAB_1;5600250,215;7039096,307;;;;;;;;23;-17;-14;;;;;;;8;26;35;47;
04g6CAB_2;5541909,135;7033351,313;;;;;;;;9;-16;-13;;;;;;;7;26;34;46;
04g6CAP_1;5337371,59;7043637,18;;;;;;;;-1;-34;-32;;;;;;;-10;9;19;34;
04g6HER_1;5340987,767;6990599,166;;;;;;;;-3;-32;-29;;;;;;;-9;16;26;41;
04g6PAR_1;5383474,046;7041439,107;;;;;;;;-4;-41;-38;;;;;;;-16;2;13;29;
04g6TOL_1;5443319,277;7092174,238;;;;;;;;15;-28;-26;;;;;;;-3;13;23;39;
04g6TOL_2;5498769,117;7108740,796;;;;;;;;29;-14;-12;;;;;;;11;26;36;51;
04g6TOL_3;5432391,374;7044585,229;;;;;;;;8;-35;-33;;;;;;;-10;7;17;32;
05alBAY_1;5625520,643;6372413,578;;;;;-25;-18;-23;;;;;-29;;;;-29;;;3;;9
05alCHA_1;5483390,607;6513994,833;;;;;5;7;2;;;;;;;;;10;25;;49;;56
05alCOS_1;5453034,745;6450103,397;;;;;-15;-15;-19;;;;;;;;;-4;-5;;33;;39
05alEMI_1;5571933,313;6373733,853;;;;;-28;-21;-26;;;;;-31;;;;-28;;;5;;11
05alEMI_2;5552856,171;6382396,704;;;;;-38;-36;-40;;;;;-46;;;;-33;;;3;;9
05alFEM_1;5537416,184;6385511,312;;;;;-16;-17;-20;;;;;-34;;;;-6;;;28;;34
05alFRA_1;5489315,262;6404811,788;;;;;-13;-10;-15;;;;;-26;;;;-6;;;29;;35
05alGAT_1;5622277,051;6363120,618;;;;;-10;-3;-8;;;;;-16;;;;-11;;;23;;29
05alGAT_2;5614342,887;6344029,16;;;;;-8;-2;-6;;;;;-15;;;;-9;;;25;;32
05alGON_1;5533940,291;6403160,399;;;;;-45;-40;-44;;;;;-51;;;;-47;;;-14;;-6
05alGRA_1;5491194,898;6389852,602;;;;;-10;-6;-11;;;;;-19;;;;-5;;;28;;34
05alLID_1;5556586,572;6469782,048;;;;;-30;-22;-28;;;;;;;;;-30;-4;;6;;13
05alMBO_1;5522412,776;6576490,271;;;;;-26;-19;-24;;;;;;;;;-29;-3;;7;;15
05alRET_1;5463151,01;6415965,727;;;;;-11;-11;-15;;;;;;;;;-3;3;;31;;37
05alSUN_1;5567349,497;6343012,757;;;;;-16;-11;-15;;;;;-24;;;;-16;;;16;;23
05alTAS_1;5630487,359;6355645,227;;;;;-1;4;-1;;;;;-11;;;;1;;;38;;45
05alTAS_2;5584885,657;6369874,214;;;;;-13;-8;-13;;;;;-20;;;;-10;;;26;;33
05alTEZ_1;5457902,539;6478537,789;;;;;8;8;4;;;;;;;;;16;24;;52;;57
05alUAR_1;5559130,623;6623161,546;;;;;-12;-5;-10;;;;;;;;;-13;11;;17;;24
05alUAR_2;5529681,506;6564685,855;;;;;-4;-1;-6;;;;;;;;;-3;17;;32;;39
05alVER_1;5447478,844;6485291,098;;;;;1;7;2;;;;;;;;;-3;22;;33;;41
05alZAS_1;5557590,238;6337659,809;;;;;-7;-2;-8;;;;;-18;;;;-6;;;29;;35
05alZAS_2;5533005,781;6368205,036;;;;;-23;-23;-27;;;;;-37;;;;-14;;;20;;26
05baCIM_1;5588558,726;6580865,132;;;;;-30;-24;-29;;;;;;;;;-32;-11;;-4;;3
05baITO_1;5586477,549;6620320,578;;;;;-13;-4;-10;;;;;;;;;-17;12;;21;;30
05baOBO_1;5515888,89;6537770,409;;;;;-15;-10;-15;;;;;;;;;-17;8;;25;;33
05baQUE_1;5602430,743;6640833,311;;;;;-21;-16;-19;;;;;;;;;-26;-6;;-1;;5
05baQUE_2;5614930,86;6613749,56;;;;;-22;-16;-20;;;;;;;;;-27;-7;;-2;;5
05baRIL_1;5555513,298;6526197,55;;;;;-34;-28;-33;;;;;;;;;-35;-11;;-2;;6
05baRIL_2;5541772,799;6467558,126;;;;;-40;-36;-40;;;;;;;;;-39;-20;;-5;;2
05baTAC_1;5569177,25;6613073,841;;;;;-20;-12;-17;;;;;;;;;-24;3;;9;;17
05baVIR_1;5566715,145;6521714,822;;;;;-34;-28;-33;;;;;;;;;-34;-11;;0;;7
05baYUQ_1;5666080,368;6454912,611;;;;;-13;-9;-11;;;;;-18;;;;-21;;;-9;;-5
05meACH_1;5604639,412;6609720,741;;;;;-12;-6;-11;;;;;;;;;-11;11;;20;;26
05meAGE_1;5611939,863;6413397,063;;;;;-29;-21;-26;;;;;-31;;;;-30;;;4;;11
05meAGO_1;5546607,44;6489874,167;;;;;-37;-29;-34;;;;;;;;;-39;-14;;-6;;2
05meAGO_2;5537963,668;6548669,2;;;;;-21;-15;-20;;;;;;;;;-23;2;;12;;20
05meAGO_3;5507069,845;6520218,923;;;;;-1;4;-1;;;;;;;;;-5;21;;35;;43
05meAIN_1;5630528,854;6411453,531;;;;;-37;-31;-35;;;;;-40;;;;-40;;;-10;;-3
05meAIN_2;5593539,919;6433629,992;;;;;-43;-36;-40;;;;;-45;;;;-46;;;-15;;-8
05meALD_1;5631968,684;6636742,98;;;;;-16;-10;-15;;;;;;;;;-15;6;;15;;21
05meATA_1;5577788,527;6496574,222;;;;;-9;-4;-10;;;;;;;;;-2;19;;49;;58
05meATA_2;5625458,448;6558298,711;;;;;-7;-1;-7;;;;;;;;;-2;25;;51;;61
05meBAN_1;5581921,389;6593489,642;;;;;-32;-26;-31;;;;;;;;;-34;-12;;-6;;1
05meCER_1;5496613,681;6506498,91;;;;;4;6;1;;;;;;;;;7;24;;47;;54
05meCHJ_1;5684233,845;6602138,592;;;;;-23;-17;-21;;;;;;;;;-27;-8;;-4;;2
05meCHO_1;5607976,617;6505752,066;;;;;-27;-21;-25;;;;;;;;;-26;-5;;5;;11
05meCHO_2;5614001,889;6554389,682;;;;;-23;-16;-21;;;;;;;;;-24;0;;9;;15
05meCHU_1;5646116,934;6346166,346;;;;;-8;-1;-6;;;;;-14;;;;-9;;;24;;30
05meCNV_1;5661665,055;6485138,43;;;;;-30;-24;-29;;;;;-32;;;;-29;;;2;;8
05meCON_1;5649310,379;6619539,578;;;;;-16;-9;-15;;;;;;;;;-17;7;;17;;25
05meCRE_1;5503662,477;6458634,005;;;;;-43;-40;-44;;;;;;;;;-40;-25;;-6;;2
05meCRT_1;5532977,91;6457241,732;;;;;-23;-22;-26;;;;;;;;;-16;-6;;18;;25
05meCUA_1;5540087,379;6399439,95;;;;;-23;-23;-26;;;;;-37;;;;-16;;;20;;26
05meDEZ_1;5499515,362;6433753,023;;;;;-16;-17;-20;;;;;-32;;;;-7;;;27;;33
05meDIA_1;5581298,347;6469282,743;;;;;-41;-34;-39;;;;;;;;;-45;-23;;-15;;-8
05meDUB_1;5616565,35;6583364,934;;;;;-23;-17;-22;;;;;;;;;-23;-2;;7;;13
05meEDO_1;5472577,123;6464422,335;;;;;-6;-6;-10;;;;;;;;;2;10;;39;;45
05meELA_1;5616395,37;6631038,75;;;;;-17;-11;-16;;;;;;;;;-17;4;;13;;19
05meERO_1;5658197,054;6384156,418;;;;;-8;-2;-7;;;;;-14;;;;-7;;;24;;29
05meERR_1;5500074,078;6528166,904;;;;;-1;4;-1;;;;;;;;;-3;22;;37;;45
05meFED_1;5616501,798;6545885,938;;;;;-7;-1;-8;;;;;;;;;-2;24;;49;;59
05meGRA_1;5495221,088;6487150,407;;;;;-7;-5;-9;;;;;;;;;-1;13;;36;;43
05meGRT_1;5638195,155;6588663,203;;;;;9;11;4;;;;;;;;;25;35;;118;;142
05meGUA_1;5536498,197;6354194,503;;;;;-13;-9;-14;;;;;-24;;;;-10;;;26;;32
05meGUI_1;5648867,053;6445708,156;;;;;-29;-24;-28;;;;;-32;;;;-28;;;3;;9
05meGUR_1;5501921,513;6417635,284;;;;;-28;-26;-30;;;;;-39;;;;-21;;;15;;21
05meGUS_1;5554743,245;6605408,59;;;;;-2;6;0;;;;;;;;;0;24;;32;;38
05meIRA_1;5647015,824;6571234,139;;;;;-12;-5;-11;;;;;;;;;-11;15;;26;;33
05meJAI_1;5666897,557;6649872,267;;;;;0;7;2;;;;;;;;;2;22;29;31;;36
05meJUL_1;5564211,565;6369891,793;;;;;-43;-36;-40;;;;;-45;;;;-45;;;-16;;-9
05meJUL_2;5596097,835;6407199,422;;;;;-42;-36;-40;;;;;-45;;;;-46;;;-16;;-10
05meLAR_1;5478343,44;6485047,33;;;;;-8;-4;-9;;;;;;;;;-7;14;;31;;38
05meLAU_1;5611810,418;6334332,417;;;;;-15;-8;-13;;;;;-21;;;;-16;;;16;;22
05meLCN_1;5637488,57;6519694,113;;;;;-8;0;-6;;;;;;;;;-7;18;;27;;33
05meLCN_2;5650562,325;6562359,157;;;;;-6;1;-5;;;;;;;;;-5;20;;28;;35
05meLCN_3;5614444,179;6453727,981;;;;;-10;-5;-10;;;;;-18;;;;-7;;;26;;32
05meLLA_1;5636165,152;6334221,332;;;;;-5;0;-4;;;;;-11;;;;-5;;;24;;30
05meMJN_1;5564125,438;6506440,597;;;;;-42;-35;-39;;;;;;;;;-44;-22;;-14;;-7
05meMON_1;5552718,568;6447258,192;;;;;-12;-5;-11;;;;;;;;;-12;12;;22;;28
05meMOS_1;5600291,64;6446629,344;;;;;-18;-11;-16;;;;;-20;;;;-18;;;15;;21
05meNAR_1;5592225,952;6642400,652;;;;;-9;-1;-7;;;;;;;;;-11;15;;20;;27
05meNES_1;5577356,346;6606485,426;;;;;-13;-6;-11;;;;;;;;;-14;12;;19;;25
05meNES_2;5555825,371;6570827,656;;;;;-20;-12;-18;;;;;;;;;-19;5;;12;;19
05meNGA_1;5603303,952;6486418,17;;;;;-14;-10;-14;;;;;;;;;-12;8;;20;;25
05meNTE_1;5476863,27;6429113,534;;;;;-11;-11;-14;;;;;-28;;;;-1;;;34;;39
05meOVI_1;5696740,661;6579203,789;;;;;-12;-6;-11;;;;;;;;;-13;5;;10;;14
05meOVI_2;5681850,164;6496294,922;;;;;-17;-11;-15;;;;;-19;;;;-18;;;6;;11
05meOYA_1;5514368,926;6397633,752;;;;;-14;-16;-19;;;;;-33;;;;-3;;;33;;39
05mePAS_1;5510972,804;6494774,341;;;;;-19;-14;-19;;;;;;;;;-19;4;;23;;31
05mePAU_1;5632079,925;6447132,96;;;;;-6;0;-5;;;;;-12;;;;-4;;;27;;33
05mePON_1;5525424,917;6494308,509;;;;;-6;-4;-9;;;;;;;;;-2;14;;36;;42
05mePOS_1;5626777,381;6523237,725;;;;;-21;-13;-19;;;;;;;;;-21;3;;12;;19
05mePOT_1;5649310,162;6381466,29;;;;;-31;-25;-29;;;;;-34;;;;-33;;;-3;;4
05meRAI_1;5552427,414;6475895,774;;;;;-23;-15;-20;;;;;;;;;-23;1;;10;;17
05meRAZ_1;5532304,242;6537706,759;;;;;-6;-1;-6;;;;;;;;;-9;15;;27;;35
05meRCH_1;5576686,043;6477037,258;;;;;-30;-23;-28;;;;;;;;;-30;-8;;2;;9
05meRET_1;5607890;6322140,831;;;;;-10;-4;-8;;;;;-13;;;;-11;;;14;;19
05meREZ_1;5487089,912;6444233,771;;;;;-16;-16;-20;;;;;-31;;;;-7;;;28;;35
05meSBV_1;5639930,79;6551015,866;;;;;-26;-19;-24;;;;;;;;;-26;-2;;6;;13
05meSIM_1;5611062,99;6377503,635;;;;;-2;3;-1;;;;;-9;;;;-1;;;30;;35
05meSIO_1;5533450,94;6585183,406;;;;;-25;-17;-22;;;;;;;;;-29;-1;;6;;13
05meSPO_1;5486443,636;6468730,492;;;;;-7;-6;-10;;;;;;;;;1;9;;37;;44
05meSPO_2;5464846,3;6451642,06;;;;;-11;-10;-14;;;;;;;;;-4;4;;34;;40
05meTRI_1;5552168,225;6427278,331;;;;;-10;-4;-9;;;;;-17;;;;-9;;;23;;29
05meVIG_1;5585368,958;6546073,316;;;;;-39;-32;-37;;;;;;;;;-41;-19;;-11;;-4
05meVIG_2;5556653,115;6550499,852;;;;;-19;-12;-17;;;;;;;;;-20;5;;14;;22
05meYCH_1;5680005,296;6529886,047;;;;;-20;-14;-19;;;;;-23;;;;-22;;;2;;7
05meYER_1;5661015,096;6512343,303;;;;;-28;-21;-26;;;;;-30;;;;-29;;;4;;11
05meYER_2;5667564,332;6585725,839;;;;;-26;-19;-25;;;;;;;;;-27;-3;;5;;12
05meYER_3;5649996,896;6445296,498;;;;;-28;-22;-27;;;;;-30;;;;-28;;;4;;10
05meYUN_1;5450914,474;6433007,548;;;;;-17;-17;-21;;;;;;;;;-9;-5;;31;;37
05meZUE_1;5663770,189;6381102,73;;;;;-25;-20;-24;;;;;-28;;;;-26;;;1;;6
06MBOM;5555093,015;6651447,416;;;;;;;;;;;;;;;;;25;;;;
06MERInorte;5619200,467;6910556,368;;;;;;;;;;;;;;;;;13;;;;
06MERIsur;5613897,482;6816527,073;;;;;;;;;;;;;;;;;37;;;;
06MOCO;5739462,951;6755897,941;;;;;;;;;;;;;;;;;40;;;;
06NATA;5559699,809;6711293,227;;;;;;;;;;;;;;;;;-2;;;;
06NUEV;5796591,915;6816093,915;;;;;;;;;;;;;;;;;20;;;;
06OCAcentro;5640912,882;6918540,986;;;;;;;;;;;;;;;;;36;;;;
06OCAeste;5645508,41;6823047,796;;;;;;;;;;;;;;;;;38;;;;
06OCAnorte;5646172,206;6969220,902;;;;;;;;;;;;;;;;;33;;;;
06OCAoeste;5615607,509;6829815,814;;;;;;;;;;;;;;;;;31;;;;
06OCAsur;5548979,623;6684234,831;;;;;;;;;;;;;;;;;10;;;;
06OLIV;5806364,126;6929346,819;;;;;;;;;;;;;;;;;58;;;;
06ORSE;5865751,1;6909779,616;;;;;;;;;;;;;;;;;75;;;;
06P623centro;5673854,987;6838749,551;;;;;;;;;;;;;;;;;61;;;;
06P623noreste;5763480,71;6929421,41;;;;;;;;;;;;;;;;;22;;;;
06P623noroeste;5666963,611;6973137,253;;;;;;;;;;;;;;;;;58;;;;
06P623sur1;5586969,036;6750168,382;;;;;;;;;;;;;;;;;10;;;;
06P623sur2;5570760,86;6692662,675;;;;;;;;;;;;;;;;;16;;;;
06P824;5614667,96;6786632,83;;;;;;;;;;;;;;;;;12;;;;
06PALMcentro;5800143,556;6751260,579;;;;;;;;;;;;;;;;;25;;;;
06PALMnorte1;5903074,878;6866320,54;;;;;;;;;;;;;;;;;49;;;;
06PALMnorte2;5865290,957;6828118,375;;;;;;;;;;;;;;;;;71;;;;
06PALMsur1;5758621,832;6696012,38;;;;;;;;;;;;;;;;;22;;;;
06PALMsur2;5709553,228;6646304,699;;;;;;;;;;;;;;;;;14;;;;
06PAOL;5882002,784;6959097,147;;;;;;;;;;;;;;;;;34;;;;
06PASO;5621218,709;6966042,919;;;;;;;;;;;;;;;;;55;;;;
06PATR;5640777,709;6972301,528;;;;;;;;;;;;;;;;;54;;;;
06PEDR;5753366,285;6804817,241;;;;;;;;;;;;;;;;;21;;;;
06PEXO;5625226,07;6953115,878;;;;;;;;;;;;;;;;;41;;;;
06PITA;5585551,668;6659552,733;;;;;;;;;;;;;;;;;3;;;;
06PUEReste;5765183,272;6958992,097;;;;;;;;;;;;;;;;;-4;;;;
06PUERoeste;5660286,534;6979105,021;;;;;;;;;;;;;;;;;59;;;;
06RIAC;5681843,298;6964290,252;;;;;;;;;;;;;;;;;-3;;;;
06RINC;5618936,117;6887515,957;;;;;;;;;;;;;;;;;24;;;;
06RIOC;5602662,868;6749417,915;;;;;;;;;;;;;;;;;7;;;;
06RIQU;5551138,73;6692159,24;;;;;;;;;;;;;;;;;28;;;;
06SANA;5649753,689;6734044,677;;;;;;;;;;;;;;;;;24;;;;
06SANG;5781009,235;6802855,138;;;;;;;;;;;;;;;;;26;;;;
06SANJ;5680858,412;6715490,252;;;;;;;;;;;;;;;;;22;;;;
06SANL;5641657,306;6901270,747;;;;;;;;;;;;;;;;;8;;;;
06SANM;5874315,77;6957332,817;;;;;;;;;;;;;;;;;15;;;;
06SANP;5582888,398;6778272,382;;;;;;;;;;;;;;;;;-4;;;;
06SANR;5574393,999;6762517,783;;;;;;;;;;;;;;;;;-4;;;;
06SARA;5605980,27;6721625,313;;;;;;;;;;;;;;;;;25;;;;
06SARUnorte;5868018,1;6911905,901;;;;;;;;;;;;;;;;;92;;;;
06SARUsur;5845653,15;6845380,433;;;;;;;;;;;;;;;;;89;;;;
06SOSA;5885247,378;6926607,196;;;;;;;;;;;;;;;;;23;;;;
06STAM;5578248,53;6651443,239;;;;;;;;;;;;;;;;;14;;;;
06STAR;5560141,525;6737533,809;;;;;;;;;;;;;;;;;17;;;;
06STEL;5557419,601;6726994,466;;;;;;;;;;;;;;;;;28;;;;
06TATA;5731534,216;6949564,166;;;;;;;;;;;;;;;;;23;;;;
06TEMI;5605039,334;6733633,056;;;;;;;;;;;;;;;;;17;;;;
06TIMBeste;5756832,112;6941611,035;;;;;;;;;;;;;;;;;5;;;;
06TIMBoeste;5732484,922;6959993,062;;;;;;;;;;;;;;;;;-10;;;;
06TIRAeste;5849296,738;6817171,822;;;;;;;;;;;;;;;;;10;;;;
06TIRAnorte;5860331,549;6937409,445;;;;;;;;;;;;;;;;;72;;;;
06TIRAoeste;5831774,077;6872280,357;;;;;;;;;;;;;;;;;74;;;;
06TORO;5693974,159;6968488,663;;;;;;;;;;;;;;;;;9;;;;
06TORRnorte;5767562,701;6938999,976;;;;;;;;;;;;;;;;;6;;;;
06TORRsur;5715654,629;6905360,663;;;;;;;;;;;;;;;;;13;;;;
06TRAN;5542963,538;6647430,819;;;;;;;;;;;;;;;;;15;;;;
06TRES;5798739,763;6919476,832;;;;;;;;;;;;;;;;;75;;;;
06TREV;5645756,765;6948638,925;;;;;;;;;;;;;;;;;50;;;;
06VACAcentro;5586379,005;6792259,723;;;;;;;;;;;;;;;;;26;;;;
06VACAnorte;5630287,722;6849146,705;;;;;;;;;;;;;;;;;57;;;;
06VACAsur;5562048,061;6710139,846;;;;;;;;;;;;;;;;;33;;;;
06VALE;5664811,896;6945391,941;;;;;;;;;;;;;;;;;-2;;;;
06VALLE;5660289,661;6764575,775;;;;;;;;;;;;;;;;;33;;;;
06VALT;5876363,921;6949753,994;;;;;;;;;;;;;;;;;48;;;;
06YACAcentro;5900812,912;6924246,595;;;;;;;;;;;;;;;;;-11;;;;
06YACAnorte;5883098,829;6968090,741;;;;;;;;;;;;;;;;;14;;;;
06YACAsur;5872551,523;6903824,479;;;;;;;;;;;;;;;;;79;;;;
06YAPE;5771052,349;6711700,015;;;;;;;;;;;;;;;;;27;;;;
06YATA;5738141,253;6876125,117;;;;;;;;;;;;;;;;;67;;;;
06ZONI;5564747,972;6747444,408;;;;;;;;;;;;;;;;;-7;;;;
06ZUGA;5763358,95;6739542,163;;;;;;;;;;;;;;;;;22;;;;
